"SYMBOL 
","SERIES 
","BOND TYPE 
","COUPON RATE 
","FACE VALUE 
","LTP 
","%CHNG 
","VOLUME 
(Shares)","VALUE 
 (₹ Crores)"," 
","CREDIT RATING 
","MATURITY DATE 
"
"734IRFC28","N4","Regular","7.34","1,000.00","1,092.12","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","19-Feb-2028"
"762NTPC35F","ND","Regular","7.62","1,000.00","1,213.00","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2035"
"855IREDA29","N2","Regular","8.55","1,000.00","1,135.00","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2029"
"920PEL28","N2","Regular","9.20","1,000.00","1,041.10","-","-","-",,"AA/Stable, AA/Stable","03-Nov-2028"
"IIFLHF29","NE","Regular","-","1,000.00","1,294.25","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2029"
"NIDOZC26","N7","Regular","-","1,000.00","2,300.00","-","-","-",,"CARE AA Stable / ICRA AA Stable / BWR AA+ stable","19-Jul-2026"
"TCHF30","NB","Regular","8.55","1,000.00","1,045.10","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2030"
"935PEL33","N3","Regular","9.35","1,000.00","1,080.01","-","-","-",,"AA/Stable, AA/Stable","03-Nov-2033"
"990SCL26","N7",,"-","-","725.00","-","-","-",,,"-"
"AEL120924B","N8","Regular","-","1,000.00","1,011.01","-","-","-",,"CARE A+","12-Sep-2029"
"CIFCZC28","NH","Regular","-","1,000.00","1,124.50","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2028"
"728NTPC30B","N9","Regular","7.28","1,000.00","1,096.00","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2030"
"897MOFSL29","N4","Regular","8.97","1,000.00","1,015.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2029"
"860CIFCL28","NG","Regular","8.60","1,000.00","1,050.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2028"
"980SCL33C","ND",,"-","-","900.00","-","-","-",,,"-"
"971SCL29T","N1","Regular","9.71","1,000.00","970.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2029"
"0RL34","N0",,"-","-","86,200.00","-","-","-",,,"-"
"1015UCL26","N1","Regular","10.15","1,000.00","990.00","-","-","-",,"IND A+/ Stable","24-Apr-2026"
"975SCL29","N0",,"-","-","92,000.00","-","-","-",,,"-"
"ABCL26","N3",,"-","-","1,150.00","-","-","-",,,"-"
"119VCCL26","N0",,"-","-","95,500.00","-","-","-",,,"-"
"SCL271224A","N1","Regular","-","1,000.00","1,010.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"990SCL27","YT",,"-","-","975.20","-","-","-",,,"-"
"SCL25924D","N1","Regular","-","1,000.00","1,035.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"1025SCL35A","N1","Regular","10.20","1,000.00","945.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2035"
"925SCL27B","N1","Regular","9.25","1,000.00","960.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"1040UCL27B","N1","Regular","10.40","1,000.00","990.00","-","-","-",,"IND A+/ Stable","24-Apr-2027"
"935TSI31","N0",,"-","-","1,02,696.00","-","-","-",,,"-"
"880IREDA29","N5","Regular","8.80","1,000.00","1,125.05","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2029"
"888REC29","NF","Regular","8.88","1,000.00","1,156.10","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2029"
"730NIIF28","N0",,"-","-","-","-","-","-",,,"-"
"1075SCL33B","NW",,"-","-","-","-","-","-",,,"-"
"708JCL28","N0",,"-","-","-","-","-","-",,,"-"
"759LTFL28","N0",,"-","-","-","-","-","-",,,"-"
"803ABCL33","NF",,"-","-","-","-","-","-",,,"-"
"8016ABCL29","NB",,"-","-","-","-","-","-",,,"-"
"940SCL27","YS",,"-","-","-","-","-","-",,,"-"
"715NBFID35","N0",,"-","-","-","-","-","-",,,"-"
"665IRFC30","N0",,"-","-","-","-","-","-",,,"-"
"843SCL27","YS",,"-","-","-","-","-","-",,,"-"
"925SCL29","YZ",,"-","-","-","-","-","-",,,"-"
"801TCH28","N7","Regular","8.01","1,000.00","-","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2028"
"815ANN32","N0",,"-","-","-","-","-","-",,,"-"
"7IREDAL30","N0",,"-","-","-","-","-","-",,,"-"
"81ABCL29","NI",,"-","-","-","-","-","-",,,"-"
"805TCHFL29","NG",,"-","-","-","-","-","-",,,"-"
"768LIC34","N4",,"-","-","-","-","-","-",,,"-"
"708TML28","N0",,"-","-","-","-","-","-",,,"-"
"940SCL27A","N1","Regular","9.40","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"832HHFL27A","N0",,"-","-","-","-","-","-",,,"-"
"852LTF27","NG","Regular","8.52","1,000.00","-","-","-","-",,"FITCH AA+","15-Apr-2027"
"1015SCL30","N1","Regular","10.10","1,000.00","916.13","2.85","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2030"
"85PCHFL26","N7","Regular","8.50","1,000.00","-","-","-","-",,"CARE AA / ICRA AA ","23-Jul-2026"
"702RECL40","N0",,"-","-","-","-","-","-",,,"-"
"680NHB32","N0",,"-","-","-","-","-","-",,,"-"
"661PFCL28","N0",,"-","-","-","-","-","-",,,"-"
"925IIFL32","N0",,"-","-","98,304.78","-","-","-",,,"-"
"803ABCL35","N0",,"-","-","-","-","-","-",,,"-"
"AAFS34A","N5",,"-","-","-","-","-","-",,,"-"
"770RECL26","NR",,"-","-","-","-","-","-",,,"-"
"902SCL27C","N1","Regular","9.02","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"858CIF27","NU",,"-","-","-","-","-","-",,,"-"
"774IREDA35","N0",,"-","-","-","-","-","-",,,"-"
"7123TCHF27","N0",,"-","-","-","-","-","-",,,"-"
"735NABAR31","N1","Regular","-","-","1,115.00","-","-","-",,,"23-Mar-2031"
"728IRFC30","NG","Regular","7.28","1,000.00","1,130.20","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2030"
"9PEL25","N0","Regular","9.00","1,000.00","1,060.00","-","-","-",,"AA/Stable, AA/Stable","03-Nov-2025"
"854NHPC28","N2","Regular","8.54","1,000.00","1,101.10","-","-","-",,"CARE AAA / ICRA AAA / IND AAA (IND) ","02-Nov-2028"
"905PEL26","N1","Regular","9.05","1,000.00","1,031.00","-","-","-",,"AA/Stable, AA/Stable","03-Nov-2026"
"IIFLHFZC27","NB","Regular","-","1,000.00","1,273.30","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2027"
"861REC34","ND","Regular","8.61","1,000.00","1,800.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2034"
"990SCL26A","NL",,"-","-","698.00","-","-","-",,,"-"
"0MOFSL27","N3","Regular","-","1,000.00","1,090.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2027"
"890NHB34","N7","Regular","8.90","5,000.00","6,232.80","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2034"
"863REC29","NC","Regular","8.63","1,000.00","1,155.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2029"
"SCL25924A","N1","Regular","-","1,000.00","1,041.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"888NHB29","N5","Regular","8.88","5,000.00","5,705.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2029"
"868NHB29","N3","Regular","8.68","5,000.00","5,630.01","0.01","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2029"
"966SFIL25A","NI",,"-","-","1,019.00","-","-","-",,,"-"
"935TSIIC33","N0",,"-","-","1,02,925.18","-","-","-",,,"-"
"837REC33","N7","Regular","8.37","1,000.00","34,000.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","24-Sep-2033"
"957SFIL28","NW",,"-","-","1,009.20","-","-","-",,,"-"
"1075SCL34T","N1","Regular","10.75","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"735IRFC31","NM","Regular","7.35","1,000.00","1,159.80","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","22-Mar-2031"
"1030SFIL28","NM",,"-","-","600.00","-","-","-",,,"-"
"8ABCL26","N2",,"-","-","1,050.00","-","-","-",,,"-"
"ABCL28","N6",,"-","-","1,110.00","-","-","-",,,"-"
"660RECL27","N0",,"-","-","-","-","-","-",,,"-"
"902MFL27","NO",,"-","-","-","-","-","-",,,"-"
"SCLZC25C","NI",,"-","-","-","-","-","-",,,"-"
"686NHPCL31","N0",,"-","-","-","-","-","-",,,"-"
"744PFCL34","NB",,"-","-","-","-","-","-",,,"-"
"778AIFL30","N0",,"-","-","-","-","-","-",,,"-"
"ABHF26625","N0",,"-","-","-","-","-","-",,,"-"
"791ABCL34","N7",,"-","-","-","-","-","-",,,"-"
"1025SCL34U","N1","Regular","10.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"LTFL28","N0",,"-","-","-","-","-","-",,,"-"
"753RECL34","NP",,"-","-","-","-","-","-",,,"-"
"760ABCL35","N0",,"-","-","-","-","-","-",,,"-"
"760GFL30","N0",,"-","-","-","-","-","-",,,"-"
"885LTF27","NE","Regular","8.85","1,000.00","-","-","-","-",,"FITCH AA+","15-Apr-2027"
"71ABHFL27","N0",,"-","-","-","-","-","-",,,"-"
"1050SCL30","NU",,"-","-","800.40","-","-","-",,,"-"
"83TCHF28","N9","Regular","8.30","1,000.00","1,245.45","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2028"
"724INBK34","N0",,"-","-","-","-","-","-",,,"-"
"765TML27","N0",,"-","-","-","-","-","-",,,"-"
"647IRFC28","N0",,"-","-","-","-","-","-",,,"-"
"984SFIL26A","NK",,"-","-","500.00","-","-","-",,,"-"
"965SCL28B","YB",,"-","-","-","-","-","-",,,"-"
"857CIFL32","N0",,"-","-","-","-","-","-",,,"-"
"753ICICI34","N0",,"-","-","-","-","-","-",,,"-"
"703NBFID30","N0",,"-","-","-","-","-","-",,,"-"
"858HUDCO29","NC","Regular","-","-","1,367.30","-","-","-",,,"13-Jan-2029"
"659PFCL30","N0",,"-","-","-","-","-","-",,,"-"
"712LTFL27","N0",,"-","-","-","-","-","-",,,"-"
"IMC1","N0",,"-","-","255.98","0.04","-","-",,,"-"
"10ISFL26","N3","Regular","10.00","1,000.00","1,031.35","-","-","-",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2026"
"925CAGL26","N9","Regular","9.25","1,000.00","1,000.00","-","-","-",,"AA-/Stable","07-Jun-2026"
"729NHAI26","NC","Regular","7.29","1,000.00","1,061.55","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","09-Mar-2026"
"829PFL29","N6","Regular","10.27","1,000.00","1,053.35","1.12","-","-",,"BWR AA STABLE / ACUITE AA STABLE","06-May-2029"
"957ICCL25","YW","Regular","9.30","1,000.00","1,045.00","-","-","-",,"CRISIL AA+ STABLE /  IND AA+ STABLE","06-Feb-2029"
"1075SCL33A","N2",,"-","-","900.00","-","-","-",,,"-"
"957IIFLS27","NA","Regular","9.57","1,000.00","1,001.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2027"
"948SCL26","N9",,"-","-","840.00","-","-","-",,,"-"
"SCLZC25D","NJ",,"-","-","1,053.00","-","-","-",,,"-"
"85CIFC27","NL","Regular","8.50","1,000.00","1,001.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2027"
"875CIFC23B","NJ","Regular","8.45","1,000.00","999.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2026"
"714NHAI26","N7","Regular","7.14","1,000.00","1,100.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","11-Jan-2026"
"85LTF26","NM","Regular","8.50","1,000.00","1,061.00","-","-","-",,"FITCH AA+","23-Dec-2026"
"1025UCL26A","N1","Regular","10.25","1,000.00","974.02","-1.27","-","-",,"IND A+/ Stable","24-Oct-2026"
"89IHFL29","N1","Regular","8.90","1,000.00","982.00","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2027"
"1180VCCL26","N0",,"-","-","99,570.25","-","-","-",,,"-"
"SCLZC26A","NF",,"-","-","2,075.00","-","-","-",,,"-"
"930APMD30","N0",,"-","-","1,02,948.10","-","-","-",,,"-"
"9IHFL27","N1","Regular","9.00","1,000.00","952.65","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2027"
"SCL25924C","N1","Regular","-","1,000.00","820.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"12VCCL27B","N0",,"-","-","1,00,800.00","-","-","-",,,"-"
"930APMD34","N0",,"-","-","1,03,585.22","-","-","-",,,"-"
"965IFSL26","N6","Regular","9.65","1,000.00","970.20","-","-","-",,"CRISIL A+/Stable","02-May-2026"
"IHFL261224","N1","Regular","-","1,000.00","1,022.45","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"98SFIL26","NU",,"-","-","576.00","-","-","-",,,"-"
"1175PPPL27","N0",,"-","-","1,01,000.00","-","-","-",,,"-"
"730SICC28A","N0",,"-","-","-","-","-","-",,,"-"
"915PFL27","N0",,"-","-","-","-","-","-",,,"-"
"950ISF27A","N0",,"-","-","98,999.00","-","-","-",,,"-"
"813AIFL32","N0",,"-","-","-","-","-","-",,,"-"
"12VCCL29A","N0",,"-","-","98,500.00","-","-","-",,,"-"
"765TML28A","N0",,"-","-","-","-","-","-",,,"-"
"792LIC27","N5",,"-","-","1,02,500.00","-","-","-",,,"-"
"940SCL26A","NK",,"-","-","-","-","-","-",,,"-"
"814KSFP36","N0",,"-","-","-","-","-","-",,,"-"
"875CIFL32","N0",,"-","-","-","-","-","-",,,"-"
"743NIIF30","N0",,"-","-","-","-","-","-",,,"-"
"AEL170725","ND",,"-","-","-","-","-","-",,,"-"
"825TPL27","N6",,"-","-","-","-","-","-",,,"-"
"850HHFL27","N0",,"-","-","-","-","-","-",,,"-"
"759GIL30","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL33","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL38","N0",,"-","-","-","-","-","-",,,"-"
"787LIC29","N3",,"-","-","-","-","-","-",,,"-"
"875SCFL27","Y9",,"-","-","-","-","-","-",,,"-"
"755TPREL40","N0",,"-","-","-","-","-","-",,,"-"
"79413ABC28","N8",,"-","-","-","-","-","-",,,"-"
"971SCL28B","YD",,"-","-","-","-","-","-",,,"-"
"753PHFL30","N0",,"-","-","-","-","-","-",,,"-"
"18PVL29","N0",,"-","-","-","-","-","-",,,"-"
"635LT28","N0",,"-","-","-","-","-","-",,,"-"
"778ABSL35","N0",,"-","-","-","-","-","-",,,"-"
"724CANF28","N0",,"-","-","-","-","-","-",,,"-"
"730SICC28","N0",,"-","-","-","-","-","-",,,"-"
"738ABCL28","N0",,"-","-","-","-","-","-",,,"-"
"930IIFL35","N0",,"-","-","-","-","-","-",,,"-"
"815ANN30","N0",,"-","-","-","-","-","-",,,"-"
"SCL190325","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"1075SCL35","N1","Regular","10.70","1,000.00","1,007.11","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2035"
"AEL17725","NA",,"-","-","-","-","-","-",,,"-"
"1025SCL33A","N1",,"-","-","-","-","-","-",,,"-"
"950ISF27","N0",,"-","-","-","-","-","-",,,"-"
"715SHFL30","N0",,"-","-","-","-","-","-",,,"-"
"832HHFL27","N0",,"-","-","-","-","-","-",,,"-"
"945SCL29","N0",,"-","-","-","-","-","-",,,"-"
"975ISF28","N0",,"-","-","-","-","-","-",,,"-"
"SCL25924","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"1278VCCL25","N0",,"-","-","-","-","-","-",,,"-"
"ABCRESET27","NM",,"-","-","-","-","-","-",,,"-"
"681RL36","N0",,"-","-","-","-","-","-",,,"-"
"925SCL25Z","NE",,"-","-","-","-","-","-",,,"-"
"CIF27","NM","Regular","-","1,000.00","1,010.10","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2027"
"1025UCL25","N8","Regular","10.25","1,000.00","997.00","-0.12","-","-",,"FITCH A/Stable","27-Aug-2025"
"79NHIT47","N3","Regular","7.90","400.00","424.00","-","-","-",,"CARE AAA Stable / IND AAA/Stable","14-Nov-2047"
"866NTPC33","N3","Regular","8.66","1,000.00","1,254.10","-","-","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2033"
"960CAGL25","N3","Regular","9.60","1,000.00","1,002.00","-","-","-",,"IRR AA-/Stable","23-Nov-2025"
"739NHAI31A","ND","Regular","7.39","1,000.00","1,148.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","09-Mar-2031"
"925AEL26","N1","Regular","9.25","1,000.00","1,075.00","-","-","-",,"CARE A+","12-Sep-2026"
"948SCL26B","Y8",,"-","-","969.81","-","-","-",,,"-"
"965SCL25B","Y1",,"-","-","1,033.25","-","-","-",,,"-"
"879SCL26","NC",,"-","-","970.00","-","-","-",,,"-"
"10IIFLSF27","NB","Regular","10.00","1,000.00","1,000.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2027"
"1190VCCL26","N0",,"-","-","70,000.00","-","-","-",,,"-"
"885MOFSL26","N0","Regular","8.85","1,000.00","1,011.05","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2026"
"886REC34","NG","Regular","8.86","1,000.00","1,286.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2034"
"865NHB34","N4","Regular","8.65","5,000.00","6,999.89","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2034"
"990SCL27B","N1","Regular","9.90","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"975IIFL28","Y0",,"-","-","975.00","-","-","-",,,"-"
"885IHL26","N1","Regular","8.85","1,000.00","1,012.30","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"740IIFCL33","N1","Regular","-","-","1,144.22","-","-","-",,,"22-Jan-2033"
"875IIFL26","NM","Regular","8.75","1,000.00","1,033.50","-","-","-",,"CRISIL AA Stable/ BWR AA+ Negative","14-Oct-2026"
"885TCAPS29","NC",,"-","-","1,125.00","-","-","-",,,"-"
"948SCL27R","N1","Regular","9.48","1,000.00","935.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"905LTF27","NF","Regular","9.05","1,000.00","1,040.01","-","-","-",,"FITCH AA+","15-Apr-2027"
"1020CCSP27","N0",,"-","-","1,04,804.92","-","-","-",,,"-"
"948SCL27D","N1","Regular","9.48","1,000.00","980.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"960IIFL30","Y2","Regular","9.60","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable ","21-Apr-2030"
"745IGT26","NC","Regular","7.45","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2026"
"975SCL28A","N0",,"-","-","1,00,000.00","-","-","-",,,"-"
"950SCL30","N0",,"-","-","-","-","-","-",,,"-"
"931SFIL26A","NA",,"-","-","-","-","-","-",,,"-"
"1003SCL31A","N1","Regular","10.03","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2031"
"912PEL27","N0",,"-","-","-","-","-","-",,,"-"
"717SHFL30","N0",,"-","-","-","-","-","-",,,"-"
"762TCL30","N0",,"-","-","-","-","-","-",,,"-"
"803ABHFL35","N0",,"-","-","-","-","-","-",,,"-"
"735SFL27","N0",,"-","-","-","-","-","-",,,"-"
"694PGCIL35","N0",,"-","-","-","-","-","-",,,"-"
"950ISF27B","N0",,"-","-","-","-","-","-",,,"-"
"73064ABH28","N0",,"-","-","-","-","-","-",,,"-"
"831ABCL34","NK",,"-","-","-","-","-","-",,,"-"
"1050SCL32","N1","Regular","10.50","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2032"
"995CCSP27","N0",,"-","-","-","-","-","-",,,"-"
"719JCL28","N0",,"-","-","-","-","-","-",,,"-"
"740SIHF28","N0",,"-","-","-","-","-","-",,,"-"
"875PCHFL31","N9","Regular","8.75","1,000.00","-","-","-","-",,"CARE AA / ICRA AA ","23-Jul-2031"
"925PFL30","N0",,"-","-","-","-","-","-",,,"-"
"815GHFL35","N0",,"-","-","-","-","-","-",,,"-"
"97SFIL26A","NC",,"-","-","-","-","-","-",,,"-"
"658IRFC30","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL32","N0",,"-","-","-","-","-","-",,,"-"
"12VCCL27D","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL36","N0",,"-","-","-","-","-","-",,,"-"
"93HFL34","N0",,"-","-","-","-","-","-",,,"-"
"SCL271224","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"670RECL29","N0",,"-","-","-","-","-","-",,,"-"
"9TIAPL28","N0",,"-","-","-","-","-","-",,,"-"
"CIFCZC26A","N3","Regular","-","1,000.00","1,155.00","-","-","-",,"ICRA AA+","04-Jun-2026"
"850CIFCL26","NE","Regular","8.50","1,000.00","1,025.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2026"
"848NTPC28","N2","Regular","8.48","1,000.00","1,130.10","-","-","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2028"
"736NTPC25D","NB","Regular","7.36","1,000.00","1,060.00","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2025"
"846REC28","N6","Regular","8.46","1,000.00","1,198.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","24-Sep-2028"
"862REC33","NA","Regular","8.62","1,000.00","1,268.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","24-Sep-2033"
"IIFLZC26","NN","Regular","-","1,000.00","1,365.00","-","-","-",,"CRISIL AA Stable/ BWR AA+ Negative","14-Oct-2026"
"CAGL27A","N6","Regular","-","1,000.00","1,300.00","-","-","-",,"IRR AA-/Stable","23-Nov-2027"
"SCLZC26","NB",,"-","-","2,084.00","-","-","-",,,"-"
"925SCFL27","YA",,"-","-","1,009.50","-","-","-",,,"-"
"866IIFC34B","N3","Regular","-","-","1,400.00","-","-","-",,,"22-Jan-2034"
"CIFC28","NB","Regular","-","1,000.00","1,145.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Aug-2028"
"940CAGL27","NB","Regular","9.40","1,000.00","1,000.00","-","-","-",,"AA-/Stable","07-Nov-2027"
"889SCL27","YT",,"-","-","960.00","-","-","-",,,"-"
"867PFCL33","N7",,"-","-","1,250.01","-0.38","-","-",,,"-"
"9MMFSML","N2",,"-","-","1,018.00","-","-","-",,,"-"
"CIFCZC25","ND","Regular","-","1,000.00","1,121.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2025"
"925SCL28B","YC",,"-","-","1,000.00","-","-","-",,,"-"
"935TSI27","N0",,"-","-","1,01,114.48","-","-","-",,,"-"
"990IIFL27A","N0",,"-","-","1,00,787.52","-","-","-",,,"-"
"980SCL33","NX",,"-","-","949.50","-","-","-",,,"-"
"990SCL28","N1","Regular","9.90","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"725IRFC35","NH","Regular","7.25","1,000.00","1,184.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2035"
"889SCL28","NU",,"-","-","1,000.00","-","-","-",,,"-"
"925SCL26B","YQ",,"-","-","965.87","-","-","-",,,"-"
"1075UCL25","N9","Regular","10.75","1,000.00","1,037.83","-","-","-",,"FITCH A/Stable","27-Aug-2025"
"SCLZC26C","NB",,"-","-","1,151.81","-","-","-",,,"-"
"925IHFL29","N1","Regular","9.25","1,000.00","957.53","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2029"
"850SCL25A","NW",,"-","-","999.00","-","-","-",,,"-"
"7865LICH26","N0",,"-","-","1,00,100.00","-","-","-",,,"-"
"87LTF27","NH","Regular","8.70","1,000.00","1,110.50","-","-","-",,"FITCH AA+","15-Apr-2027"
"805MFL27","N0",,"-","-","-","-","-","-",,,"-"
"948SCL28","N1","Regular","9.48","1,000.00","910.20","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"SCL190325A","N1","Regular","-","1,000.00","901.60","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"690LICH27","N0",,"-","-","-","-","-","-",,,"-"
"78618ABH28","N0",,"-","-","-","-","-","-",,,"-"
"945SCL28","N0",,"-","-","-","-","-","-",,,"-"
"825SMFG27","N1",,"-","-","-","-","-","-",,,"-"
"72092LTF27","N0",,"-","-","-","-","-","-",,,"-"
"995ISF28A","N0",,"-","-","-","-","-","-",,,"-"
"715SHFL28","N0",,"-","-","-","-","-","-",,,"-"
"749RCFL28","N0",,"-","-","-","-","-","-",,,"-"
"1050SCL31A","N1","Regular","10.50","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2031"
"686NHPCL39","N0",,"-","-","-","-","-","-",,,"-"
"759NHB27","ND",,"-","-","-","-","-","-",,,"-"
"772IGT31","NK","Regular","7.72","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"726IRMT45","N0",,"-","-","-","-","-","-",,,"-"
"98SCL34Z","N1","Regular","9.80","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"747ABCL29","N0",,"-","-","-","-","-","-",,,"-"
"805SHFL29","N3",,"-","-","-","-","-","-",,,"-"
"902SCL27Q","N1","Regular","9.02","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"678IRFC30","N0",,"-","-","-","-","-","-",,,"-"
"890ALSL27","N0",,"-","-","-","-","-","-",,,"-"
"18PVL29A","N0",,"-","-","-","-","-","-",,,"-"
"8277SMF27","N5",,"-","-","-","-","-","-",,,"-"
"812SFL27","N2",,"-","-","-","-","-","-",,,"-"
"706RECL35","N0",,"-","-","-","-","-","-",,,"-"
"712EXIM30","N0",,"-","-","-","-","-","-",,,"-"
