"SYMBOL 
","SERIES 
","ISIN 
","FACE VALUE 
","OPEN 
","HIGH 
","LOW 
","LTP 
","PREV.CLOSE 
","%CHNG 
","VOLUME 
","VALUE 
 (₹ Crores)"
"772GS2055","GS","IN0020150077","100.00","110.75","111.00","110.75","111.00","111.00","-",950,"0.01"
"182D110925","TB","IN002024Y480","100.00","-","-","-","99.02","99.02","-",0,"-"
"679GS2034A","GS","IN0020240159","100.00","100.38","100.38","100.38","100.38","100.37","-",200,"-"
"762GJ28","SG","IN1520230088","100.00","-","-","-","99.00","99.00","-",0,"-"
"GS151225C","GS","IN001225C050","100.00","-","-","-","80.19","80.19","-",0,"-"
"715AP37","SG","IN1020210176","100.00","-","-","-","-","100.00","-",0,"-"
"75AP28","SG","IN1020220589","100.00","99.85","99.85","99.85","99.85","99.42","-",200,"-"
"91D180925","TB","IN002025X125","100.00","-","-","-","98.10","98.10","-",0,"-"
"182D250925","TB","IN002024Y506","100.00","-","-","-","98.81","98.81","-",0,"-"
"364D040925","TB","IN002024Z230","100.00","-","-","-","99.18","99.18","-",0,"-"
"364D050326","TB","IN002024Z479","100.00","-","-","-","96.25","96.25","-",0,"-"
"182D220126","TB","IN002025Y172","100.00","-","-","-","-","97.32","-",0,"-"
"763GJ34","SG","IN1520230237","100.00","-","-","-","-","100.00","-",0,"-"
"772KA35A","SG","IN1920230118","100.00","-","-","-","100.45","100.45","-",0,"-"
"775GA33","SG","IN1420230188","100.00","-","-","-","96.60","96.60","-",0,"-"
"773GJ32","SG","IN1520220089","100.00","-","-","-","-","100.00","-",0,"-"
"GS101025C","GS","IN001025C021","100.00","-","-","-","-","79.42","-",0,"-"
"697RJ51A","SG","IN2920200713","100.00","-","-","-","-","100.00","-",0,"-"
"707TN38","SG","IN3120210270","100.00","-","-","-","99.45","99.45","-",0,"-"
"364D120326","TB","IN002024Z487","100.00","-","-","-","96.05","96.05","-",0,"-"
"776KL38","SG","IN2020220033","100.00","-","-","-","102.27","102.27","-",0,"-"
"763GS2059","GS","IN0020190057","100.00","-","-","-","107.99","107.99","-",0,"-"
"687TS47","SG","IN4520250015","100.00","-","-","-","-","100.00","-",0,"-"
"683GS2039","GS","IN0020080050","100.00","-","-","-","-","94.06","-",0,"-"
"71WB50","SG","IN3420250034","100.00","-","-","-","95.00","95.00","-",0,"-"
"613GS2028","GS","IN0020030022","100.00","-","-","-","99.75","99.75","-",0,"-"
"832GS2032","GS","IN0020070044","100.00","-","-","-","116.00","116.00","-",0,"-"
"743CG29","SG","IN3520230142","100.00","-","-","-","100.63","100.63","-",0,"-"
"703TN51","SG","IN3120210072","100.00","-","-","-","-","100.00","-",0,"-"
"743PN48","SG","IN2820230083","100.00","-","-","-","96.00","96.00","-",0,"-"
"GS100426C","GS","IN000426C022","100.00","-","-","-","-","76.49","-",0,"-"
"91D140825","TB","IN002025X075","100.00","-","-","-","99.20","99.20","-",0,"-"
"759GS2029","GS","IN0020150069","100.00","-","-","-","103.97","103.97","-",0,"-"
"364D110626","TB","IN002025Z112","100.00","-","-","-","94.50","94.50","-",0,"-"
"GS100526C","GS","IN000526C011","100.00","-","-","-","-","76.00","-",0,"-"
"828GS2027","GS","IN0020070069","100.00","-","-","-","116.54","116.54","-",0,"-"
"GS120626C","GS","IN000626C043","100.00","-","-","-","-","75.47","-",0,"-"
"182D021025","TB","IN002025Y016","100.00","-","-","-","98.75","98.75","-",0,"-"
"364D140526","TB","IN002025Z070","100.00","-","-","-","95.30","95.30","-",0,"-"
"657GS2033","GS","IN0020160100","100.00","-","-","-","95.00","95.00","-",0,"-"
"709TN35","SG","IN3120240541","100.00","-","-","-","95.00","95.00","-",0,"-"
"182D131125","TB","IN002025Y073","100.00","-","-","-","98.25","98.25","-",0,"-"
"182D010126","TB","IN002025Y149","100.00","97.40","97.40","97.40","97.40","97.41","-",100,"-"
"692AP41","SG","IN1020210416","100.00","-","-","-","-","100.00","-",0,"-"
"182D111225","TB","IN002025Y115","100.00","-","-","-","97.30","97.30","-",0,"-"
"91D040925","TB","IN002025X109","100.00","-","-","-","99.25","99.25","-",0,"-"
"779PN37","SG","IN2820230208","100.00","-","-","-","99.00","99.00","-",0,"-"
"GS090925C","GS","IN000925C015","100.00","-","-","-","-","79.93","-",0,"-"
"GS220825C","GS","IN000825C025","100.00","-","-","-","-","80.20","-",0,"-"
"GS100226C","GS","IN000226C018","100.00","-","-","-","-","77.47","-",0,"-"
"828GS2032","GS","IN0020060086","100.00","113.50","113.50","113.50","113.50","113.50","-",7500,"-"
"736GS2052","GS","IN0020220086","100.00","-","-","-","108.99","108.99","-",0,"-"
"364D050226","TB","IN002024Z438","100.00","-","-","-","96.65","96.65","-",0,"-"
"68GS2060","GS","IN0020200187","100.00","98.25","98.25","98.00","98.00","98.00","-",377,"-"
"745AP37","SG","IN1020220068","100.00","-","-","-","-","100.00","-",0,"-"
"364D280526","TB","IN002025Z096","100.00","-","-","-","94.45","94.45","-",0,"-"
"733MH44","SG","IN2220240096","100.00","-","-","-","-","100.00","-",0,"-"
"364D301025","TB","IN002024Z297","100.00","-","-","-","98.49","98.49","-",0,"-"
"364D150126","TB","IN002024Z404","100.00","-","-","-","98.00","98.00","-",0,"-"
"733AP43A","SG","IN1020240405","100.00","-","-","-","-","100.00","-",0,"-"
"744TS53","SG","IN4520240032","100.00","-","-","-","95.00","95.00","-",0,"-"
"833GS2032","GS","IN0020070077","100.00","-","-","-","-","107.33","-",0,"-"
"91D250925","TB","IN002025X133","100.00","-","-","-","98.71","98.71","-",0,"-"
"726MH49","SG","IN2220240138","100.00","-","-","-","-","100.00","-",0,"-"
"701MH32","SG","IN2220210180","100.00","-","-","-","-","100.00","-",0,"-"
"781UP32","SG","IN3320220038","100.00","-","-","-","100.20","100.20","-",0,"-"
"774RJ40","SG","IN2920220323","100.00","-","-","-","105.00","105.00","-",0,"-"
"75GS2034","GS","IN0020040039","100.00","-","-","-","110.35","110.35","-",0,"-"
"91D210825","TB","IN002025X083","100.00","-","-","-","99.20","99.20","-",0,"-"
"748MH35","SG","IN2220230212","100.00","-","-","-","101.77","101.77","-",0,"-"
"83GS2040","GS","IN0020100031","100.00","-","-","-","114.50","114.50","-",0,"-"
"717GS2030","GS","IN0020230036","100.00","105.50","105.50","105.50","105.50","105.50","-",8250,"0.09"
"74GJ26","SG","IN1520230146","100.00","-","-","-","104.40","104.40","-",0,"-"
"GS200925C","GS","IN000925C031","100.00","-","-","-","-","79.75","-",0,"-"
"679GS2031","GS","IN0020240191","100.00","102.50","103.70","102.50","103.70","102.50","-",200,"-"
"364D100426","TB","IN002025Z021","100.00","-","-","-","94.78","94.78","-",0,"-"
"773KA36","SG","IN1920230050","100.00","-","-","-","95.70","95.70","-",0,"-"
"698GR2054","GS","IN0020240175","100.00","97.12","97.12","97.12","97.12","97.12","-",1100,"0.01"
"364D090726","TB","IN002025Z153","100.00","-","-","-","-","94.73","-",0,"-"
"737GS2028","GS","IN0020230101","100.00","105.35","105.35","105.35","105.35","105.35","-",4300,"0.05"
"GS150626C","GS","IN000626C050","100.00","-","-","-","77.55","77.55","-",0,"-"
"679GS2029","GS","IN0020160118","100.00","-","-","-","102.50","102.50","-",0,"-"
"GS220226C","GS","IN000226C026","100.00","-","-","-","-","77.28","-",0,"-"
"662GS2051","GS","IN0020160092","100.00","-","-","-","98.00","98.00","-",0,"-"
"768UP34","SG","IN3320230102","100.00","-","-","-","95.90","95.90","-",0,"-"
"364D180626","TB","IN002025Z120","100.00","-","-","-","94.76","94.76","-",0,"-"
"601GS2028","GS","IN0020020247","100.00","-","-","-","99.00","99.00","-",0,"-"
"774TS35","SG","IN4520230355","100.00","-","-","-","100.85","100.85","-",0,"-"
"717GS2028","GS","IN0020170174","100.00","-","-","-","105.00","105.00","-",0,"-"
"769GS2043","GS","IN0020190040","100.00","-","-","-","109.95","109.95","-",0,"-"
"364D160426","TB","IN002025Z039","100.00","-","-","-","95.08","95.08","-",0,"-"
"772UP34","SG","IN3320230144","100.00","-","-","-","101.18","101.18","-",0,"-"
"741GS2036","GS","IN0020220102","100.00","-","-","-","107.80","107.80","-",0,"-"
"GS070626C","GS","IN000626C019","100.00","-","-","-","-","75.55","-",0,"-"
"739TN32","SG","IN3120240111","100.00","-","-","-","-","100.00","-",0,"-"
"76TN31","SG","IN3120230401","100.00","-","-","-","-","100.00","-",0,"-"
"75TN31","SG","IN3120240020","100.00","-","-","-","-","100.00","-",0,"-"
"75AP32","SG","IN1020240066","100.00","-","-","-","-","100.00","-",0,"-"
"364D181225","TB","IN002024Z362","100.00","-","-","-","97.30","97.30","-",0,"-"
"883GS2041","GS","IN0020110063","100.00","-","-","-","121.00","121.00","-",0,"-"
"713KL58","SG","IN2020250089","100.00","-","-","-","100.00","100.00","-",0,"-"
"761GS2030","GS","IN0020160019","100.00","-","-","-","106.65","106.65","-",0,"-"
"182D040925","TB","IN002024Y472","100.00","-","-","-","98.65","98.65","-",0,"-"
"676GS2061","GS","IN0020200401","100.00","100.00","100.80","100.00","100.80","100.00","-",589,"-"
"715HP50","SG","IN1720250050","100.00","-","-","-","-","100.00","-",0,"-"
"766GJ32","SG","IN1520230195","100.00","-","-","-","101.78","101.78","-",0,"-"
"GS071225C","GS","IN001225C019","100.00","-","-","-","-","78.49","-",0,"-"
"364D070526","TB","IN002025Z062","100.00","-","-","-","95.50","95.50","-",0,"-"
"364D061125","TB","IN002024Z305","100.00","-","-","-","96.85","96.85","-",0,"-"
"364D270226","TB","IN002024Z461","100.00","-","-","-","95.50","95.50","-",0,"-"
"GS220831C","GS","IN000831C023","100.00","-","-","-","-","52.05","-",0,"-"
"GS261025C","GS","IN001025C013","100.00","-","-","-","-","79.16","-",0,"-"
"775TS37","SG","IN4520230306","100.00","-","-","-","95.60","95.60","-",0,"-"
"GS220230C","GS","IN000230C028","100.00","-","-","-","-","57.86","-",0,"-"
"364D131125","TB","IN002024Z313","100.00","-","-","-","97.55","97.55","-",0,"-"
"723GS2039","GS","IN0020240027","100.00","107.60","107.60","107.60","107.60","107.00","-",2000,"-"
"723MH35","SG","IN2220240229","100.00","-","-","-","-","100.00","-",0,"-"
"364D220126","TB","IN002024Z412","100.00","96.89","96.89","96.89","96.89","96.89","-",700,"0.01"
"74GS2035","GS","IN0020050012","100.00","109.75","109.75","109.75","109.75","107.40","-",50,"-"
"775UP34","SG","IN3320230201","100.00","-","-","-","100.00","100.00","-",0,"-"
"794TN32","SG","IN3120220030","100.00","-","-","-","101.92","101.92","-",0,"-"
"182D251225","TB","IN002025Y131","100.00","97.18","97.26","97.18","97.26","97.00","-",200,"-"
"776MP37","SG","IN2120230122","100.00","-","-","-","95.70","95.70","-",0,"-"
"GS090326C","GS","IN000326C016","100.00","-","-","-","-","77.00","-",0,"-"
"182D181225","TB","IN002025Y123","100.00","-","-","-","97.38","97.38","-",0,"-"
"364D210526","TB","IN002025Z088","100.00","-","-","-","95.05","95.05","-",0,"-"
"773KA35","SG","IN1920230043","100.00","-","-","-","99.75","99.75","-",0,"-"
"645GS2029","GS","IN0020190362","100.00","-","-","-","92.01","92.01","-",0,"-"
"773UP33A","SG","IN3320230136","100.00","-","-","-","100.00","100.00","-",0,"-"
"182D180925","TB","IN002024Y498","100.00","-","-","-","98.72","98.72","-",0,"-"
"364D040626","TB","IN002025Z104","100.00","-","-","-","94.70","94.70","-",0,"-"
"622GS2035","GS","IN0020200245","100.00","-","-","-","100.25","100.25","-",0,"-"
"71GS2034","GS","IN0020240019","100.00","105.85","106.31","105.85","106.31","105.80","-",600,"-"
"364D020426","TB","IN002025Z013","100.00","-","-","-","96.00","96.00","-",0,"-"
"364D211125","TB","IN002024Z321","100.00","-","-","-","97.33","97.33","-",0,"-"
"91D110925","TB","IN002025X117","100.00","99.15","99.15","99.15","99.15","99.10","-",200,"-"
"692GS2039","GS","IN0020240134","100.00","104.00","104.00","104.00","104.00","104.15","-",100,"-"
"697GR2034","GS","IN0020240100","100.00","-","-","-","99.50","99.50","-",0,"-"
"704GJ30","SG","IN1520190217","100.00","-","-","-","101.00","101.00","-",0,"-"
"784TN52","SG","IN3120220048","100.00","-","-","-","107.17","107.17","-",0,"-"
"763MH36","SG","IN2220230204","100.00","-","-","-","103.16","103.16","-",0,"-"
"GS150326C","GS","IN000326C024","100.00","-","-","-","-","76.90","-",0,"-"
"610GS2031","GS","IN0020210095","100.00","-","-","-","99.50","99.50","-",0,"-"
"364D111225","TB","IN002024Z354","100.00","-","-","-","97.78","97.78","-",0,"-"
"364D290126","TB","IN002024Z420","100.00","-","-","-","96.57","96.57","-",0,"-"
"772GS2049","GS","IN0020190032","100.00","-","-","-","106.26","106.26","-",0,"-"
"727MH39","SG","IN2220240112","100.00","-","-","-","-","100.00","-",0,"-"
"364D010126","TB","IN002024Z388","100.00","-","-","-","97.25","97.25","-",0,"-"
"GS151226C","GS","IN001226C058","100.00","-","-","-","74.95","74.95","-",0,"-"
"182D201125","TB","IN002025Y081","100.00","-","-","-","98.10","98.10","-",0,"-"
"86GS2028","GS","IN0020140011","100.00","106.45","111.00","106.45","111.00","111.00","-",550,"0.01"
"182D311025","TB","IN002025Y057","100.00","-","-","-","98.50","98.50","-",0,"-"
"764GJ31","SG","IN1520230187","100.00","-","-","-","-","100.00","-",0,"-"
"GS220836C","GS","IN000836C014","100.00","-","-","-","-","35.78","-",0,"-"
"756TN53A","SG","IN3120230351","100.00","-","-","-","96.38","96.38","-",0,"-"
"778BR31","SG","IN1320230106","100.00","-","-","-","98.00","98.00","-",0,"-"
"699GS2026","GS","IN0020230028","100.00","102.30","102.30","102.30","102.30","102.90","-",1,"-"
"781GJ32","SG","IN1520220113","100.00","-","-","-","-","100.00","-",0,"-"
"364D080126","TB","IN002024Z396","100.00","-","-","-","97.11","97.11","-",0,"-"
"GS220231C","GS","IN000231C026","100.00","-","-","-","52.81","52.81","-",0,"-"
"714AP37","SG","IN1020210218","100.00","-","-","-","93.00","93.00","-",0,"-"
"91D161025","TB","IN002025X166","100.00","-","-","-","-","98.68","-",0,"-"
"91D021025","TB","IN002025X141","100.00","-","-","-","-","98.68","-",0,"-"
"758GJ32","SG","IN1520230153","100.00","-","-","-","100.49","100.49","-",0,"-"
"364D041225","TB","IN002024Z347","100.00","97.91","97.91","97.91","97.91","97.55","-",700,"-"
"GS101125C","GS","IN001125C011","100.00","-","-","-","-","78.93","-",0,"-"
"668GS2031","GS","IN0020170042","100.00","-","-","-","97.70","97.70","-",0,"-"
"182D290825","TB","IN002024Y464","100.00","-","-","-","99.30","99.30","-",0,"-"
"182D150126","TB","IN002025Y164","100.00","97.20","97.20","97.20","97.20","97.20","-",100,"-"
"788GS2030","GS","IN0020150028","100.00","-","-","-","110.00","110.00","-",0,"-"
"744AP36","SG","IN1020230471","100.00","-","-","-","-","100.00","-",0,"-"
"GS171225C","GS","IN001225C035","100.00","-","-","-","-","78.33","-",0,"-"
"741RJ34","SG","IN2920240065","100.00","-","-","-","-","100.00","-",0,"-"
"706GS2046","GS","IN0020160068","100.00","-","-","-","102.00","102.00","-",0,"-"
"GS220261P","GS","IN000261P017","100.00","-","-","-","-","5.69","-",0,"-"
"729TN54","SG","IN3120240194","100.00","-","-","-","-","100.00","-",0,"-"
"727GS2026","GS","IN0020190016","100.00","-","-","-","103.98","103.98","-",0,"-"
"773AP32A","SG","IN1020230638","100.00","-","-","-","100.09","100.09","-",0,"-"
"364D110925","TB","IN002024Z248","100.00","-","-","-","99.00","99.00","-",0,"-"
"726GS2029","GS","IN0020180454","100.00","-","-","-","103.75","103.75","-",0,"-"
"364D230726","TB","IN002025Z179","100.00","-","-","-","-","94.74","-",0,"-"
"754CG31","SG","IN3520230068","100.00","-","-","-","95.00","95.00","-",0,"-"
"697GS2026","GS","IN0020160035","100.00","-","-","-","103.74","103.74","-",0,"-"
"765RJ33","SG","IN2920220232","100.00","-","-","-","102.70","102.70","-",0,"-"
"GS220240C","GS","IN000240C019","100.00","-","-","-","-","27.47","-",0,"-"
"679GS2027","GS","IN0020170026","100.00","-","-","-","105.00","105.00","-",0,"-"
"182D041225","TB","IN002025Y107","100.00","-","-","-","98.45","98.45","-",0,"-"
"364D010526","TB","IN002025Z054","100.00","-","-","-","95.42","95.42","-",0,"-"
"364D120226","TB","IN002024Z446","100.00","-","-","-","98.00","98.00","-",0,"-"
"722MH49","SG","IN2220240211","100.00","-","-","-","-","100.00","-",0,"-"
"364D020726","TB","IN002025Z146","100.00","-","-","-","94.69","94.69","-",0,"-"
"364D210825","TB","IN002024Z214","100.00","-","-","-","99.20","99.20","-",0,"-"
"364D231025","TB","IN002024Z289","100.00","-","-","-","98.30","98.30","-",0,"-"
"733KL54","SG","IN2020240080","100.00","-","-","-","-","100.00","-",0,"-"
"795GS2032","GS","IN0020020106","100.00","-","-","-","112.50","112.50","-",0,"-"
"364D200226","TB","IN002024Z453","100.00","-","-","-","95.20","95.20","-",0,"-"
"833GS2026","GS","IN0020120039","100.00","-","-","-","103.00","103.00","-",0,"-"
"74GJ27","SG","IN1520230062","100.00","-","-","-","101.00","101.00","-",0,"-"
"364D240426","TB","IN002025Z047","100.00","-","-","-","95.75","95.75","-",0,"-"
"685TS50","SG","IN4520250106","100.00","-","-","-","-","100.00","-",0,"-"
"GS220261C","GS","IN000261C015","100.00","-","-","-","-","5.69","-",0,"-"
"574GS2026","GS","IN0020210186","100.00","101.25","101.25","101.25","101.25","101.25","-",1,"-"
"733TN52","SG","IN3120210312","100.00","-","-","-","94.00","94.00","-",0,"-"
"738CG32","SG","IN3520230233","100.00","-","-","-","100.97","100.97","-",0,"-"
"91D070825","TB","IN002025X067","100.00","-","-","-","97.69","97.69","-",0,"-"
"GS121225C","GS","IN001225C043","100.00","-","-","-","-","78.41","-",0,"-"
"725GR2028","GS","IN0020230143","100.00","-","-","-","100.00","100.00","-",0,"-"
"769GA32","SG","IN1420220049","100.00","-","-","-","94.76","94.76","-",0,"-"
"585GS2030","GS","IN0020200294","100.00","-","-","-","98.00","98.00","-",0,"-"
"619GS2034","GS","IN0020200096","100.00","-","-","-","98.51","98.51","-",0,"-"
"773BR38","SG","IN1320230114","100.00","-","-","-","95.25","95.25","-",0,"-"
"GS200326C","GS","IN000326C032","100.00","-","-","-","-","76.82","-",0,"-"
"762GS2039","GS","IN0020190024","100.00","108.68","108.68","107.68","107.68","111.45","-",2,"-"
"364D070825","TB","IN002024Z198","100.00","-","-","-","99.70","99.70","-",0,"-"
"759GS2026","GS","IN0020150093","100.00","100.55","100.55","100.55","100.55","101.15","-",1,"-"
"364D161025","TB","IN002024Z271","100.00","-","-","-","98.52","98.52","-",0,"-"
"GS260426C","GS","IN000426C014","100.00","-","-","-","-","76.23","-",0,"-"
"83GS2042","GS","IN0020120062","100.00","-","-","-","116.00","116.00","-",0,"-"
"364D160726","TB","IN002025Z161","100.00","-","-","-","94.50","94.50","-",0,"-"
"GS220236C","GS","IN000236C017","100.00","-","-","-","-","37.10","-",0,"-"
"768KA37","SG","IN1920230159","100.00","-","-","-","97.80","97.80","-",0,"-"
"746MH33","SG","IN2220230113","100.00","-","-","-","99.00","99.00","-",0,"-"
"GS220830C","GS","IN000830C025","100.00","-","-","-","-","57.49","-",0,"-"
"736TN54","SG","IN3120230476","100.00","-","-","-","-","100.00","-",0,"-"
"GS020126C","GS","IN000126C010","100.00","-","-","-","-","78.09","-",0,"-"
"182D271125","TB","IN002025Y099","100.00","-","-","-","97.47","97.47","-",0,"-"
"91D231025","TB","IN002025X174","100.00","-","-","-","-","98.68","-",0,"-"
"GS311225C","GS","IN001225C027","100.00","-","-","-","-","78.10","-",0,"-"
"364D271125","TB","IN002024Z339","100.00","-","-","-","97.22","97.22","-",0,"-"
"774MZ33","SG","IN2520220046","100.00","-","-","-","101.00","101.00","-",0,"-"
"833GS2036","GS","IN0020060045","100.00","-","-","-","114.75","114.75","-",0,"-"
"182D231025","TB","IN002025Y040","100.00","-","-","-","98.40","98.40","-",0,"-"
"82GS2025","GS","IN0020120047","100.00","-","-","-","100.56","100.56","-",0,"-"
"923GS2043","GS","IN0020130079","100.00","-","-","-","114.99","114.99","-",0,"-"
"772KA35","SG","IN1920230100","100.00","-","-","-","101.65","101.65","-",0,"-"
"772TS36","SG","IN4520230322","100.00","-","-","-","95.60","95.60","-",0,"-"
"364D091025","TB","IN002024Z263","100.00","-","-","-","98.60","98.60","-",0,"-"
"769KA33A","SG","IN1920230092","100.00","-","-","-","101.86","101.86","-",0,"-"
"773GS2034","GS","IN0020150051","100.00","-","-","-","-","100.41","-",0,"-"
"775UP33","SG","IN3320230193","100.00","-","-","-","99.00","99.00","-",0,"-"
"767GA33A","SG","IN1420230204","100.00","-","-","-","-","100.00","-",0,"-"
"GS220850C","GS","IN000850C015","100.00","-","-","-","-","12.43","-",0,"-"
"601GS2030","GS","IN0020250067","100.00","99.10","99.10","99.10","99.10","100.00","-",600,"-"
"73GS2053","GS","IN0020230051","100.00","104.50","104.50","104.50","104.50","104.51","-0.01",4000,"0.04"
"91D010825","TB","IN002025X059","100.00","99.80","99.80","99.75","99.75","99.80","-0.05",500,"-"
"732GS2030","GS","IN0020230135","100.00","106.10","106.10","106.10","106.10","106.18","-0.08",84,"-"
"738GS2027","GS","IN0020220037","100.00","103.60","103.81","103.50","103.79","103.89","-0.10",44250,"0.46"
"664GS2027","GS","IN0020240167","100.00","101.80","101.80","101.80","101.80","101.90","-0.10",100,"-"
"726GS2032","GS","IN0020220060","100.00","108.75","108.75","108.51","108.51","108.69","-0.17",370,"-"
"718GS2037","GS","IN0020230077","100.00","104.93","104.93","104.75","104.75","104.93","-0.17",31773,"0.33"
