"SYMBOL 
","SERIES 
","BOND TYPE 
","COUPON RATE 
","FACE VALUE 
","LTP 
","%CHNG 
","VOLUME 
(Shares)","VALUE 
 (₹ Crores)"," 
","CREDIT RATING 
","MATURITY DATE 
"
"866NTPC33","N3","Regular","8.66","1,000.00","1,254.10","-","-","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2033"
"IIFLZC28","NG","Regular","-","1,000.00","1,440.00","-","-","-",,"CRISIL AA Negative / BWR AA+ Negative","24-Jun-2028"
"846REC28","N6","Regular","8.46","1,000.00","1,140.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","24-Sep-2028"
"850NHAI29","N5","Regular","8.50","1,000.00","1,113.10","-","-","-",,"CRISIL AAA STABLE / CARE AAA / BWR AAA STABLE ","05-Feb-2029"
"704REC28","N4","Regular","7.04","1,000.00","1,079.59","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","25-Mar-2028"
"925AEL26","N1","Regular","9.25","1,000.00","1,075.00","-","-","-",,"CARE A+","12-Sep-2026"
"948SCL26B","Y8",,"-","-","969.81","-","-","-",,,"-"
"10IIFLSF27","NB","Regular","10.00","1,000.00","1,000.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2027"
"1190VCCL26","N0",,"-","-","70,000.00","-","-","-",,,"-"
"886REC34","NG","Regular","8.86","1,000.00","1,286.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA ","24-Mar-2034"
"865NHB34","N4","Regular","8.65","5,000.00","6,999.89","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","24-Mar-2034"
"935IIFL28","NZ",,"-","-","1,000.00","-","-","-",,,"-"
"990SCL27B","N1","Regular","9.90","1,000.00","950.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"975IIFL28","Y0",,"-","-","975.00","-","-","-",,,"-"
"9IIFL26","NV",,"-","-","996.00","-0.07","-","-",,,"-"
"736PFCL28","N2","Regular","-","-","1,073.10","-","-","-",,,"04-Jan-2028"
"740IIFCL33","N1","Regular","-","-","1,144.22","-","-","-",,,"22-Jan-2033"
"965SCL26Y","N1","Regular","9.65","1,000.00","1,021.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"12VCCL27","N0",,"-","-","98,000.00","-","-","-",,,"-"
"965IFSL26","N6","Regular","9.65","1,000.00","971.00","-","-","-",,"CRISIL A+/Stable","02-May-2026"
"1025SCL35A","N1","Regular","10.20","1,000.00","995.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2035"
"875IIFL26","NM","Regular","8.75","1,000.00","1,033.50","-","-","-",,"CRISIL AA Stable/ BWR AA+ Negative","14-Oct-2026"
"885TCAPS29","NC",,"-","-","1,125.00","-","-","-",,,"-"
"948SCL27R","N1","Regular","9.48","1,000.00","935.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"1020CCSP27","N0",,"-","-","1,04,804.92","-","-","-",,,"-"
"948SCL27D","N1","Regular","9.48","1,000.00","980.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2027"
"745IGT26","NC","Regular","7.45","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2026"
"975SCL28A","N0",,"-","-","1,00,000.00","-","-","-",,,"-"
"950SCL30","N0",,"-","-","-","-","-","-",,,"-"
"931SFIL26A","NA",,"-","-","-","-","-","-",,,"-"
"925SCL26G","N0",,"-","-","1,04,985.00","-","-","-",,,"-"
"1003SCL31A","N1","Regular","10.03","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2031"
"912PEL27","N0",,"-","-","-","-","-","-",,,"-"
"717SHFL30","N0",,"-","-","-","-","-","-",,,"-"
"762TCL30","N0",,"-","-","-","-","-","-",,,"-"
"902SCL28","N1","Regular","9.02","1,000.00","995.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"803ABHFL35","N0",,"-","-","-","-","-","-",,,"-"
"735SFL27","N0",,"-","-","-","-","-","-",,,"-"
"694PGCIL35","N0",,"-","-","-","-","-","-",,,"-"
"930AEL30","NF",,"-","-","-","-","-","-",,,"-"
"950ISF27B","N0",,"-","-","-","-","-","-",,,"-"
"73064ABH28","N0",,"-","-","-","-","-","-",,,"-"
"831ABCL34","NK",,"-","-","-","-","-","-",,,"-"
"1050SCL32","N1","Regular","10.50","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2032"
"995CCSP27","N0",,"-","-","-","-","-","-",,,"-"
"719JCL28","N0",,"-","-","-","-","-","-",,,"-"
"740SIHF28","N0",,"-","-","-","-","-","-",,,"-"
"875PCHFL31","N9","Regular","8.75","1,000.00","-","-","-","-",,"CARE AA / ICRA AA ","23-Jul-2031"
"925PFL30","N0",,"-","-","-","-","-","-",,,"-"
"815GHFL35","N0",,"-","-","-","-","-","-",,,"-"
"97SFIL26A","NC",,"-","-","-","-","-","-",,,"-"
"658IRFC30","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL32","N0",,"-","-","-","-","-","-",,,"-"
"12VCCL27D","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL36","N0",,"-","-","-","-","-","-",,,"-"
"93HFL34","N0",,"-","-","-","-","-","-",,,"-"
"SCL271224","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"670RECL29","N0",,"-","-","-","-","-","-",,,"-"
"9TIAPL28","N0",,"-","-","-","-","-","-",,,"-"
"CIFCZC26A","N3","Regular","-","1,000.00","1,155.00","-","-","-",,"ICRA AA+","04-Jun-2026"
"86CIFC29","NN","Regular","8.60","1,000.00","1,014.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2029"
"970CAGL28","ND","Regular","9.70","1,000.00","1,013.00","-","-","-",,"AA-/Stable","07-Sep-2028"
"1050ISFL28","N5","Regular","10.50","1,000.00","1,015.10","-","-","-",,"CRISIL AA-Positive /ACUITE AA- Stable","21-Dec-2028"
"910CAGL25","N7","Regular","9.10","1,000.00","1,003.75","-","-","-",,"AA-/Stable","07-Sep-2025"
"862REC33","NA","Regular","8.62","1,000.00","1,268.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","24-Sep-2033"
"CAGL27A","N6","Regular","-","1,000.00","1,300.00","-","-","-",,"IRR AA-/Stable","23-Nov-2027"
"885SCL26","N9",,"-","-","1,045.00","0.45","-","-",,,"-"
"975SCL28","NT",,"-","-","980.00","-","-","-",,,"-"
"925SCFL27","YA",,"-","-","1,009.50","-","-","-",,,"-"
"866IIFC34B","N3","Regular","-","-","1,400.00","-","-","-",,,"22-Jan-2034"
"CIFC28","NB","Regular","-","1,000.00","1,145.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Aug-2028"
"932AEL27","N3","Regular","9.32","1,000.00","1,034.20","-","-","-",,"CARE A+","12-Sep-2027"
"956AEL29","N6","Regular","9.56","1,000.00","1,059.00","-","-","-",,"CARE A+","12-Sep-2029"
"940CAGL27","NB","Regular","9.40","1,000.00","1,000.00","-","-","-",,"AA-/Stable","07-Nov-2027"
"889SCL27","YT",,"-","-","960.00","-","-","-",,,"-"
"867PFCL33","N7",,"-","-","1,250.01","-0.38","-","-",,,"-"
"980SCL33D","YG",,"-","-","958.25","-","-","-",,,"-"
"753NTPC30E","NC","Regular","7.53","1,000.00","1,140.50","-","-","-",,"CRISIL AAA / CARE AAA / ICRA AAA STABLE","05-Oct-2030"
"CIFCZC25","ND","Regular","-","1,000.00","1,121.00","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","07-Dec-2025"
"925SCL28B","YC",,"-","-","1,000.00","-","-","-",,,"-"
"935TSI27","N0",,"-","-","1,01,114.48","-","-","-",,,"-"
"990IIFL27A","N0",,"-","-","1,00,787.52","-","-","-",,,"-"
"925SCL25A","NH",,"-","-","971.00","-","-","-",,,"-"
"930APMD31","N0",,"-","-","1,03,049.54","-","-","-",,,"-"
"1030SFIL26","NJ",,"-","-","1,220.00","-","-","-",,,"-"
"865IHFL27","N1","Regular","8.65","1,000.00","934.60","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2026"
"990SCL28","N1","Regular","9.90","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"725IRFC35","NH","Regular","7.25","1,000.00","1,184.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2035"
"889SCL28","NU",,"-","-","1,000.00","-","-","-",,,"-"
"925SCL26B","YQ",,"-","-","965.87","-","-","-",,,"-"
"SCLZC26C","NB",,"-","-","1,151.81","-","-","-",,,"-"
"935TSI29","N0",,"-","-","1,01,884.56","-","-","-",,,"-"
"925IHFL29","N1","Regular","9.25","1,000.00","957.53","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2029"
"935TSI34","N0",,"-","-","1,04,858.86","-","-","-",,,"-"
"850SCL25A","NW",,"-","-","999.00","-","-","-",,,"-"
"7865LICH26","N0",,"-","-","1,00,100.00","-","-","-",,,"-"
"805MFL27","N0",,"-","-","-","-","-","-",,,"-"
"948SCL28","N1","Regular","9.48","1,000.00","910.20","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"690LICH27","N0",,"-","-","-","-","-","-",,,"-"
"78618ABH28","N0",,"-","-","-","-","-","-",,,"-"
"945SCL28","N0",,"-","-","-","-","-","-",,,"-"
"825SMFG27","N1",,"-","-","-","-","-","-",,,"-"
"72092LTF27","N0",,"-","-","-","-","-","-",,,"-"
"995ISF28A","N0",,"-","-","-","-","-","-",,,"-"
"715SHFL28","N0",,"-","-","-","-","-","-",,,"-"
"749RCFL28","N0",,"-","-","-","-","-","-",,,"-"
"1050SCL31A","N1","Regular","10.50","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2031"
"686NHPCL39","N0",,"-","-","-","-","-","-",,,"-"
"759NHB27","ND",,"-","-","-","-","-","-",,,"-"
"772IGT31","NK","Regular","7.72","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"726IRMT45","N0",,"-","-","-","-","-","-",,,"-"
"98SCL34Z","N1","Regular","9.80","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"747ABCL29","N0",,"-","-","-","-","-","-",,,"-"
"805SHFL29","N3",,"-","-","-","-","-","-",,,"-"
"AEL170725","ND",,"-","-","-","-","-","-",,,"-"
"118VCCL27","N0",,"-","-","-","-","-","-",,,"-"
"902SCL27Q","N1","Regular","9.02","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"9AEL30","NE","Regular","0.09","1,000.00","-","-","-","-",,"Care AA- (Stable) and ICRA AA- (Stable)","17-Jul-2030"
"678IRFC30","N0",,"-","-","-","-","-","-",,,"-"
"890ALSL27","N0",,"-","-","-","-","-","-",,,"-"
"18PVL29A","N0",,"-","-","-","-","-","-",,,"-"
"8277SMF27","N5",,"-","-","-","-","-","-",,,"-"
"812SFL27","N2",,"-","-","-","-","-","-",,,"-"
"706RECL35","N0",,"-","-","-","-","-","-",,,"-"
"712EXIM30","N0",,"-","-","-","-","-","-",,,"-"
"817TFSIL27","N3",,"-","-","-","-","-","-",,,"-"
"910TIAPL26","N0",,"-","-","-","-","-","-",,,"-"
"797ABCL28","N9",,"-","-","-","-","-","-",,,"-"
"925SCL28A","NS",,"-","-","-","-","-","-",,,"-"
"77IGT28","NE","Regular","7.70","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"627PFCL27","N0",,"-","-","-","-","-","-",,,"-"
"749IGT28","NG","Regular","7.49","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"652RL28","N0",,"-","-","-","-","-","-",,,"-"
"SCL19325","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"765TML28","N0",,"-","-","-","-","-","-",,,"-"
"807NIIF29","N3",,"-","-","-","-","-","-",,,"-"
"925SCL27A","N1","Regular","9.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"725SIHF28","N0",,"-","-","-","-","-","-",,,"-"
"820KSFP36","N0",,"-","-","-","-","-","-",,,"-"
"IIFL21425","NY",,"-","-","-","-","-","-",,,"-"
"865HHFL30","N0",,"-","-","-","-","-","-",,,"-"
"12VCCL29","N0",,"-","-","96,500.00","-","-","-",,,"-"
"852MFL28A","N0",,"-","-","-","-","-","-",,,"-"
"925SCL26E","N1","Regular","9.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2026"
"735NHAI31","N9","Regular","7.35","1,000.00","1,108.40","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","11-Jan-2031"
"851HUDCO28","NB","Regular","-","-","1,139.10","-","-","-",,,"25-Oct-2028"
"769IGT28","NH","Regular","7.69","1,000.00","1,002.16","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2028"
"81TCHF28","N8","Regular","8.10","1,000.00","1,010.50","-","-","-",,"CRISIL AAA STABLE / ICRA AAA STABLE","14-Jan-2028"
"863IRFC29","NC","Regular","8.63","1,000.00","1,300.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","26-Mar-2029"
"IIFLHF29","NE","Regular","-","1,000.00","1,223.68","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2029"
"0MOFSL26","N1","Regular","-","1,000.00","1,094.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2026"
"1102NFL26","N8","Regular","11.02","1,000.00","1,005.00","-","-","-",,"CRISIL A Stable","18-Jul-2026"
"719HUDCO28","N7","Regular","7.19","1,000.00","1,055.00","-","-","-",,"CARE AA+ / IND AA+","28-Mar-2028"
"840IRFC29","N8","Regular","8.40","1,000.00","1,115.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","18-Feb-2029"
"873NTPC28","N5","Regular","8.73","1,000.00","1,140.00","-","-","-",,"CRISIL AAA / ICRA AAA STABLE","16-Dec-2028"
"1075NFL25","N6","Regular","10.75","1,000.00","1,025.80","-","-","-",,"CRISIL A Stable","18-Oct-2025"
"1050IIFL29","ND","Regular","10.50","1,000.00","1,020.00","-","-","-",,"CRISIL AA-/ACUITE AA ","21-Jun-2029"
"925SCL25B","Y3",,"-","-","995.00","-","-","-",,,"-"
"9TCAP28","N9",,"-","-","1,100.00","-","-","-",,,"-"
"889SCFL27","YC",,"-","-","920.51","-","-","-",,,"-"
"99AEL29","N7","Regular","9.90","1,000.00","1,123.00","0.02","-","-",,"CARE A+","12-Sep-2029"
"CIFCZC28A","N5","Regular","-","1,000.00","1,166.80","-","-","-",,"ICRA AA+","04-May-2028"
"1015SCL28","NR",,"-","-","935.00","-","-","-",,,"-"
"863NHB29","N2","Regular","8.63","5,000.00","5,653.30","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA STABLE","13-Jan-2029"
"930SFL28","YP","Regular","9.30","1,000.00","1,050.00","-","-","-",,"CRISIL AA+ STABLE /  IND AA+ STABLE","02-Nov-2028"
"93MOFSL34","N6","Regular","9.30","1,000.00","1,060.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2034"
"CIFC26A","N9","Regular","-","1,000.00","1,120.30","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","09-Sep-2026"
"704IRFC28","N6","Regular","7.04","1,000.00","1,083.10","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","23-Mar-2028"
"85IFL26","NX","Regular","8.50","1,000.00","1,046.51","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2026"
"930APMD27","N0",,"-","-","1,02,340.00","-","-","-",,,"-"
"12VCCL27A","N0",,"-","-","99,100.00","-","-","-",,,"-"
"SCLZC26E","NP",,"-","-","1,128.16","-","-","-",,,"-"
"SCL271224A","N1","Regular","-","1,000.00","1,005.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"SCL19325A","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2027"
"985SFIL28","NO",,"-","-","587.64","-","-","-",,,"-"
"87LTF27","NH","Regular","8.70","1,000.00","1,040.00","-","-","-",,"FITCH AA+","15-Apr-2027"
"830ABCL26","NJ",,"-","-","-","-","-","-",,,"-"
"875TCAPS29","NB",,"-","-","-","-","-","-",,,"-"
"AEL170725A","NG",,"-","-","-","-","-","-",,,"-"
"91PFL27","N0",,"-","-","-","-","-","-",,,"-"
"750TCSL28","N0",,"-","-","-","-","-","-",,,"-"
"SCL190325A","N1","Regular","-","1,000.00","900.30","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2028"
"950ISF27A","N0",,"-","-","99,746.30","-","-","-",,,"-"
"SCLZC25E","Y4",,"-","-","-","-","-","-",,,"-"
"758RECL29","NQ",,"-","-","-","-","-","-",,,"-"
"704NHAI26","NB","Regular","7.04","1,000.00","2,032.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA / IND AAA","09-Mar-2026"
"727TCHFL28","N0",,"-","-","-","-","-","-",,,"-"
"708TML28A","N0",,"-","-","-","-","-","-",,,"-"
"971SCL30","N1","Regular","9.71","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2030"
"SCL271224B","N1","Regular","-","1,000.00","1,000.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"718SFL28","N0",,"-","-","-","-","-","-",,,"-"
"79ABCL28","NA",,"-","-","-","-","-","-",,,"-"
"637RECL27","N0",,"-","-","-","-","-","-",,,"-"
"888SCL25","NG",,"-","-","-","-","-","-",,,"-"
"820MFL30","N0",,"-","-","-","-","-","-",,,"-"
"819CIFL27","N0",,"-","-","-","-","-","-",,,"-"
"664PFCL30","N0",,"-","-","-","-","-","-",,,"-"
"902SCL26A","NM",,"-","-","-","-","-","-",,,"-"
"92LTF29","N4","Regular","9.20","1,000.00","-","-","-","-",,"FITCH AA+","13-Mar-2029"
"717TCHFL30","N0",,"-","-","-","-","-","-",,,"-"
"995ISF28","N0",,"-","-","-","-","-","-",,,"-"
"80208ABC30","ND",,"-","-","-","-","-","-",,,"-"
"980SCL35","N1","Regular","9.80","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2035"
"812ABCL28","NG",,"-","-","-","-","-","-",,,"-"
"667NBFID30","N0",,"-","-","-","-","-","-",,,"-"
"689NTPC35","N0",,"-","-","-","-","-","-",,,"-"
"835SCL23A","YH",,"-","-","-","-","-","-",,,"-"
"888SCL26X","N1","Regular","8.88","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"AEL17725","NA",,"-","-","-","-","-","-",,,"-"
"723LTFL28","N0",,"-","-","-","-","-","-",,,"-"
"8258TCL27","NF",,"-","-","-","-","-","-",,,"-"
"8034ABCL34","NE",,"-","-","-","-","-","-",,,"-"
"0RL34","N0",,"-","-","86,200.00","-","-","-",,,"-"
"1025SCL34C","N1","Regular","10.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2034"
"IIFL21425A","Y1",,"-","-","-","-","-","-",,,"-"
"717IRFC35","N0",,"-","-","-","-","-","-",,,"-"
"888SCL25E","N4",,"-","-","864.32","-","-","-",,,"-"
"10CAGL27","N5","Regular","10.00","1,000.00","1,015.00","-","-","-",,"IRR AA-/Stable","23-Nov-2027"
"728IRFC30","NG","Regular","7.28","1,000.00","1,330.90","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2030"
"734IRFC28","N4","Regular","7.34","1,000.00","1,091.10","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","19-Feb-2028"
"CAGL28","NE","Regular","-","1,000.00","1,167.24","-","-","-",,"AA-/Stable","07-Sep-2028"
"1015SCFL29","YY",,"-","-","945.00","-","-","-",,,"-"
"1090NFL26","NB","Regular","10.90","1,000.00","1,019.90","-","-","-",,"CRISIL A/Stable","13-Jun-2026"
"850IIFL27","NA","Regular","8.50","1,000.00","1,020.70","-","-","-",,"CRISIL AA Stable / BWR AA+  Negative","03-Jan-2027"
"707IRFC25","NF","Regular","7.07","1,000.00","1,075.00","-","-","-",,"CRISIL AAA STABLE / CARE AAA / ICRA AAA","21-Dec-2025"
"935MOFSL29","N5","Regular","9.35","1,000.00","1,030.00","-","-","-",,"CRISIL AA Stable / FITCH AA Stable","09-May-2029"
"9IIFL28","Y0","Regular","9.00","1,000.00","975.50","-","-","-",,"CRISIL AA Stable / ICRA AA Stable","28-Jun-2028"
"IIFLZC26A","NR","Regular","-","1,000.00","1,208.00","-","-","-",,"CRISIL AA Stable / ICRA AA  Stable","24-Jan-2026"
"735PFCL35","N1","Regular","-","-","1,170.00","-","-","-",,,"17-Oct-2035"
"CIFC26","NK","Regular","-","1,000.00","1,107.60","-","-","-",,"FITCH AA+ Stable/ ICRA AA+ Stable","31-Jan-2026"
"85PFL26A","N7","Regular","10.75","1,000.00","1,072.48","-","-","-",,"BWR AA STABLE / ACUITE AA STABLE","06-May-2029"
"930APMD35","N0",,"-","-","1,03,841.38","-","-","-",,,"-"
"99SCL27V","N1","Regular","9.90","1,000.00","948.78","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"925SCL26W","N1","Regular","9.25","1,000.00","966.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2026"
"10IFSL26","N7","Regular","10.00","1,000.00","1,022.80","-","-","-",,"CRISIL A+/Stable","02-May-2026"
"855IREDA34","N3","Regular","8.55","1,000.00","1,245.72","-","-","-",,"CARE AAA (SO) / BWR AAA (SO) STABLE","13-Mar-2034"
"905LTF27","NF","Regular","9.05","1,000.00","1,045.00","-","-","-",,"FITCH AA+","15-Apr-2027"
"1015SCL29B","N1","Regular","10.15","1,000.00","1,034.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2029"
"855TCAPS27","N7",,"-","-","989.10","-","-","-",,,"-"
"1025SCL34Z","N1","Regular","10.25","1,000.00","921.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2034"
"1075SCL34C","N1","Regular","10.75","1,000.00","900.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2034"
"81ABCL33","N4",,"-","-","1,050.00","-","-","-",,,"-"
"960IIFL30","Y2","Regular","9.60","1,000.00","970.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable ","21-Apr-2030"
"865CIF29","NV",,"-","-","-","-","-","-",,,"-"
"707LICH30","N0",,"-","-","-","-","-","-",,,"-"
"930PFL27A","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL40","N0",,"-","-","-","-","-","-",,,"-"
"IHF261224A","N1","Regular","-","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & Ind-RA AA/ Stable","26-Dec-2029"
"94SCL27U","N1","Regular","9.40","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2027"
"884LTF29","N6","Regular","8.84","1,000.00","-","-","-","-",,"FITCH AA+","13-Mar-2029"
"1003SCL32","N1","Regular","10.00","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","19-Mar-2032"
"1048IIFL27","N6",,"-","-","-","-","-","-",,,"-"
"9SCL26B","ND",,"-","-","-","-","-","-",,,"-"
"919PEL28","N0",,"-","-","-","-","-","-",,,"-"
"925SCL26A","YN",,"-","-","-","-","-","-",,,"-"
"985CCSP27","N0",,"-","-","-","-","-","-",,,"-"
"708IIFCL35","N0",,"-","-","-","-","-","-",,,"-"
"1050SCL31T","N1","Regular","10.50","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2031"
"930IIFL27","NX",,"-","-","-","-","-","-",,,"-"
"795IGT31","NI","Regular","7.95","1,000.00","-","-","-","-",,"IND AAA Stable / CRISIL AAA Stable","06-May-2031"
"AAFS29","N0",,"-","-","-","-","-","-",,,"-"
"770NABAR27","N4",,"-","-","-","-","-","-",,,"-"
"801ABCL28","NC",,"-","-","-","-","-","-",,,"-"
"925SCL29C","N1","Regular","9.25","1,000.00","-","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","25-Sep-2029"
"1003SCL31P","N1","Regular","10.03","1,000.00","980.00","-","-","-",,"CRISIL AA/ Stable & ICRA AA/ Stable","27-Dec-2031"
"686REC35","N0",,"-","-","-","-","-","-",,,"-"
"AAFS29B","N0",,"-","-","-","-","-","-",,,"-"
"930APMD33","N0",,"-","-","1,03,399.56","-","-","-",,,"-"
"704NBFID35","N0",,"-","-","-","-","-","-",,,"-"
"975ISF28","N0",,"-","-","-","-","-","-",,,"-"
"699SFL27","N0",,"-","-","-","-","-","-",,,"-"
"731SDIL40","N0",,"-","-","-","-","-","-",,,"-"
"747SIDBI29","N0",,"-","-","-","-","-","-",,,"-"
"850TIAPL28","N0",,"-","-","-","-","-","-",,,"-"
"686NHPCL34","N0",,"-","-","-","-","-","-",,,"-"
"771NIIF35","N0",,"-","-","-","-","-","-",,,"-"
"TCL26","NG",,"-","-","-","-","-","-",,,"-"
